Security_Id,Vendor_ID,Vendor_Code,Source_Feed_ID,Price_Type,Exchange_Code,Price_Date,Price_USD,Median_Price,Price_Variation_Pct,Abs_Price_Variation_Pct,Outlier_Category,Is_Concurrent_Price
049ENULQ,50,Refinitiv,77,Close,STO,2024-02-02,115.71840000000002,115.71840000000002,0.0,0.0,Exact Match (0%),True
049ENULQ,10,Bloomberg,21,Close,LON,2025-07-02,343.22,343.22,0.0,0.0,Exact Match (0%),True
049ENULQ,90,ICE_Data,400,Ask,OSL,2024-06-02,330.40000000000003,330.40000000000003,0.0,0.0,Exact Match (0%),True
049ENULQ,20,Markit,25,Bid,OSL,2023-12-03,449.5,449.5,0.0,0.0,Exact Match (0%),True
049ENULQ,90,ICE_Data,401,Open,FRA,2024-12-03,99.312,99.312,0.0,0.0,Exact Match (0%),True
049ENULQ,20,Markit,27,Close,NYC,2025-07-05,54.464,54.464,0.0,0.0,Exact Match (0%),True
049ENULQ,20,Markit,25,Open,NYC,2024-07-06,39.14496,39.14496,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,150,Bid,ZUR,2025-08-07,369.6,369.6,0.0,0.0,Exact Match (0%),True
049ENULQ,40,Reuters,50,Ask,SYD,2025-08-08,279.6915,279.6915,0.0,0.0,Exact Match (0%),True
049ENULQ,100,NASDAQ,500,Bid,LON,2025-10-11,299.97,299.97,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,152,Bid,TOK,2023-11-12,53.82912,53.82912,0.0,0.0,Exact Match (0%),True
049ENULQ,30,S&P,101,Open,STO,2024-08-13,244.04080000000002,244.04080000000002,0.0,0.0,Exact Match (0%),True
049ENULQ,100,NASDAQ,502,Bid,ZUR,2023-12-13,313.741369,313.741369,0.0,0.0,Exact Match (0%),True
049ENULQ,20,Markit,27,Close,ZUR,2025-03-14,74.37,74.37,0.0,0.0,Exact Match (0%),True
049ENULQ,100,NASDAQ,500,Bid,TOK,2023-11-17,469.8960000000001,469.8960000000001,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,152,Bid,STO,2025-04-18,142.7643,142.7643,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,151,Bid,NYC,2024-08-18,62.16,62.16,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,150,Open,NYC,2024-09-18,42.422399999999996,42.422399999999996,0.0,0.0,Exact Match (0%),True
049ENULQ,90,ICE_Data,401,Ask,TOR,2025-09-19,40.25952,40.25952,0.0,0.0,Exact Match (0%),True
049ENULQ,40,Reuters,52,Close,SYD,2024-04-23,284.08599999999996,284.08599999999996,0.0,0.0,Exact Match (0%),True
049ENULQ,30,S&P,100,Bid,FRA,2025-02-24,308.38961,308.38961,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,152,Ask,FRA,2025-04-26,134.67000000000002,134.67000000000002,0.0,0.0,Exact Match (0%),True
049ENULQ,70,MSCI,202,Bid,STO,2025-06-28,217.36140000000003,217.36140000000003,0.0,0.0,Exact Match (0%),True
049ENULQ,30,S&P,102,Ask,OSL,2023-11-28,7.187970000000001,7.187970000000001,0.0,0.0,Exact Match (0%),True
049ENULQ,60,FactSet,151,Open,ZUR,2024-04-29,476.1008,476.1008,0.0,0.0,Exact Match (0%),True
049ENULQ,10,Bloomberg,20,Open,FRA,2023-11-29,61.32,61.32,0.0,0.0,Exact Match (0%),True
049ENULQ,80,Morningstar,301,Ask,TOK,2023-10-29,271.7,271.7,0.0,0.0,Exact Match (0%),True
049ENULQ,50,Refinitiv,75,Ask,AMS,2024-10-29,496.4114,496.4114,0.0,0.0,Exact Match (0%),True
049ENULQ,40,Reuters,51,Ask,ZUR,2025-01-30,146.5494,146.5494,0.0,0.0,Exact Match (0%),True
049ENULQ,40,Reuters,51,Close,AMS,2024-06-30,245.90125600000002,245.90125600000002,0.0,0.0,Exact Match (0%),True
049ENULQ,10,Bloomberg,20,Close,TOK,2023-10-31,108.0381,108.0381,0.0,0.0,Exact Match (0%),True
07G2RE6,10,Bloomberg,20,Bid,OSL,2024-04-01,138.06154,138.06154,0.0,0.0,Exact Match (0%),True
07G2RE6,80,Morningstar,301,Close,SYD,2024-07-01,375.4,375.4,0.0,0.0,Exact Match (0%),True
07G2RE6,70,MSCI,201,Bid,LON,2024-02-02,280.50421000000006,280.50421000000006,0.0,0.0,Exact Match (0%),True
07G2RE6,100,NASDAQ,500,Open,SYD,2024-06-03,113.708,113.708,0.0,0.0,Exact Match (0%),True
07G2RE6,20,Markit,27,Open,STO,2024-07-04,160.506,160.506,0.0,0.0,Exact Match (0%),True
07G2RE6,10,Bloomberg,20,Open,TOR,2025-04-05,357.9602,357.9602,0.0,0.0,Exact Match (0%),True
07G2RE6,70,MSCI,200,Ask,LON,2023-12-05,45.404560000000004,45.404560000000004,0.0,0.0,Exact Match (0%),True
07G2RE6,40,Reuters,51,Close,NYC,2024-12-07,68.5782,68.5782,0.0,0.0,Exact Match (0%),True
07G2RE6,20,Markit,26,Close,ZUR,2025-08-08,153.104,153.104,0.0,0.0,Exact Match (0%),True
07G2RE6,50,Refinitiv,75,Bid,AMS,2024-11-08,407.6600000000001,407.6600000000001,0.0,0.0,Exact Match (0%),True
07G2RE6,10,Bloomberg,20,Open,ZUR,2024-12-09,269.05760000000004,269.05760000000004,0.0,0.0,Exact Match (0%),True
07G2RE6,100,NASDAQ,501,Ask,TOK,2024-05-10,475.64,475.64,0.0,0.0,Exact Match (0%),True
07G2RE6,40,Reuters,50,Ask,SYD,2025-01-13,69.26733,69.26733,0.0,0.0,Exact Match (0%),True
07G2RE6,60,FactSet,151,Bid,LON,2024-02-14,56.0388,56.0388,0.0,0.0,Exact Match (0%),True
07G2RE6,20,Markit,26,Open,OSL,2023-11-15,88.872,88.872,0.0,0.0,Exact Match (0%),True
07G2RE6,100,NASDAQ,502,Ask,NYC,2023-12-16,339.36400000000003,339.36400000000003,0.0,0.0,Exact Match (0%),True
07G2RE6,60,FactSet,151,Ask,OSL,2024-05-17,422.3,422.3,0.0,0.0,Exact Match (0%),True
07G2RE6,50,Refinitiv,77,Ask,STO,2024-12-22,488.39840000000004,488.39840000000004,0.0,0.0,Exact Match (0%),True
07G2RE6,40,Reuters,52,Open,SYD,2024-05-22,118.34112,118.34112,0.0,0.0,Exact Match (0%),True
07G2RE6,50,Refinitiv,76,Ask,NYC,2025-08-24,14.112,14.112,0.0,0.0,Exact Match (0%),True
07G2RE6,80,Morningstar,301,Open,SYD,2025-02-24,260.56,260.56,0.0,0.0,Exact Match (0%),True
07G2RE6,60,FactSet,152,Close,ZUR,2024-10-24,175.69920000000002,175.69920000000002,0.0,0.0,Exact Match (0%),True
07G2RE6,10,Bloomberg,21,Open,OSL,2024-02-26,295.2082,295.2082,0.0,0.0,Exact Match (0%),True
07G2RE6,100,NASDAQ,500,Bid,FRA,2025-06-26,72.74199999999999,72.74199999999999,0.0,0.0,Exact Match (0%),True
07G2RE6,30,S&P,100,Open,OSL,2025-05-26,445.98400000000004,445.98400000000004,0.0,0.0,Exact Match (0%),True
07G2RE6,60,FactSet,152,Ask,TOK,2025-10-26,307.1146,307.1146,0.0,0.0,Exact Match (0%),True
07G2RE6,60,FactSet,150,Close,OSL,2025-10-28,350.3726,350.3726,0.0,0.0,Exact Match (0%),True
07G2RE6,100,NASDAQ,500,Bid,LON,2025-10-28,36.1485,36.1485,0.0,0.0,Exact Match (0%),True
07G2RE6,50,Refinitiv,75,Ask,TOR,2024-03-31,229.587,229.587,0.0,0.0,Exact Match (0%),True
07OXK8C,10,Bloomberg,21,Bid,FRA,2024-12-01,348.6,348.6,0.0,0.0,Exact Match (0%),True
07OXK8C,40,Reuters,51,Open,ZUR,2025-02-01,154.485,154.485,0.0,0.0,Exact Match (0%),True
07OXK8C,60,FactSet,151,Open,TOR,2025-09-03,115.86125999999999,115.86125999999999,0.0,0.0,Exact Match (0%),True
07OXK8C,90,ICE_Data,400,Bid,FRA,2025-05-04,454.42100000000005,454.42100000000005,0.0,0.0,Exact Match (0%),True
07OXK8C,80,Morningstar,300,Open,OSL,2025-04-05,283.79357500000003,283.79357500000003,0.0,0.0,Exact Match (0%),True
07OXK8C,30,S&P,101,Ask,ZUR,2024-02-05,197.904,197.904,0.0,0.0,Exact Match (0%),True
07OXK8C,60,FactSet,151,Bid,TOK,2024-04-06,134.505,134.505,0.0,0.0,Exact Match (0%),True
07OXK8C,30,S&P,102,Bid,OSL,2025-06-06,400.89,400.89,0.0,0.0,Exact Match (0%),True
07OXK8C,90,ICE_Data,402,Bid,STO,2025-10-09,313.464,313.464,0.0,0.0,Exact Match (0%),True
07OXK8C,50,Refinitiv,75,Open,TOK,2024-05-11,320.264,320.264,0.0,0.0,Exact Match (0%),True
07OXK8C,90,ICE_Data,402,Ask,LON,2025-01-13,178.45632,178.45632,0.0,0.0,Exact Match (0%),True
07OXK8C,30,S&P,100,Bid,OSL,2024-08-14,512.9960000000001,512.9960000000001,0.0,0.0,Exact Match (0%),True
07OXK8C,100,NASDAQ,501,Open,FRA,2024-02-14,437.15,437.15,0.0,0.0,Exact Match (0%),True
07OXK8C,80,Morningstar,301,Open,LON,2025-10-15,183.36560000000003,183.36560000000003,0.0,0.0,Exact Match (0%),True
07OXK8C,30,S&P,100,Close,AMS,2025-10-17,263.513948,263.513948,0.0,0.0,Exact Match (0%),True
07OXK8C,30,S&P,102,Open,ZUR,2025-04-18,44.147999999999996,44.147999999999996,0.0,0.0,Exact Match (0%),True
07OXK8C,90,ICE_Data,402,Close,ZUR,2025-01-18,121.72800000000001,121.72800000000001,0.0,0.0,Exact Match (0%),True
07OXK8C,10,Bloomberg,20,Open,LON,2024-02-19,406.8960000000001,406.8960000000001,0.0,0.0,Exact Match (0%),True
07OXK8C,40,Reuters,51,Bid,STO,2024-11-20,185.163,185.163,0.0,0.0,Exact Match (0%),True
07OXK8C,20,Markit,25,Bid,ZUR,2023-11-22,64.68,64.68,0.0,0.0,Exact Match (0%),True
07OXK8C,40,Reuters,50,Bid,TOK,2024-06-24,43.0404,43.0404,0.0,0.0,Exact Match (0%),True
07OXK8C,70,MSCI,201,Ask,ZUR,2024-10-25,9.993599999999999,9.993599999999999,0.0,0.0,Exact Match (0%),True
07OXK8C,40,Reuters,51,Open,SYD,2024-11-26,274.651291,274.651291,0.0,0.0,Exact Match (0%),True
07OXK8C,40,Reuters,51,Bid,AMS,2025-05-29,521.543,521.543,0.0,0.0,Exact Match (0%),True
08YG0JV,80,Morningstar,300,Close,STO,2024-08-02,206.13,206.13,0.0,0.0,Exact Match (0%),True
08YG0JV,50,Refinitiv,75,Close,ZUR,2024-02-02,33.3,33.3,0.0,0.0,Exact Match (0%),True
08YG0JV,100,NASDAQ,502,Bid,NYC,2024-04-03,428.98240000000004,428.98240000000004,0.0,0.0,Exact Match (0%),True
08YG0JV,30,S&P,101,Ask,TOK,2024-09-03,244.68,244.68,0.0,0.0,Exact Match (0%),True
08YG0JV,60,FactSet,152,Close,STO,2023-12-05,159.9507,159.9507,0.0,0.0,Exact Match (0%),True
08YG0JV,30,S&P,101,Bid,TOR,2025-05-06,310.06327,310.06327,0.0,0.0,Exact Match (0%),True
08YG0JV,100,NASDAQ,500,Ask,TOK,2025-08-08,396.9168,396.9168,0.0,0.0,Exact Match (0%),True
08YG0JV,70,MSCI,200,Bid,FRA,2025-02-08,216.38400000000001,216.38400000000001,0.0,0.0,Exact Match (0%),True
08YG0JV,100,NASDAQ,500,Ask,TOR,2024-05-09,97.60600000000001,97.60600000000001,0.0,0.0,Exact Match (0%),True
08YG0JV,10,Bloomberg,20,Close,NYC,2024-02-11,107.9637,107.9637,0.0,0.0,Exact Match (0%),True
08YG0JV,20,Markit,27,Bid,TOK,2025-08-14,195.75330000000002,195.75330000000002,0.0,0.0,Exact Match (0%),True
08YG0JV,20,Markit,25,Bid,OSL,2025-02-14,203.6628,203.6628,0.0,0.0,Exact Match (0%),True
08YG0JV,100,NASDAQ,501,Ask,FRA,2023-11-14,217.0125,217.0125,0.0,0.0,Exact Match (0%),True
08YG0JV,70,MSCI,200,Close,TOK,2024-08-15,91.99100000000001,91.99100000000001,0.0,0.0,Exact Match (0%),True
08YG0JV,70,MSCI,201,Close,NYC,2025-08-16,205.67660000000004,205.67660000000004,0.0,0.0,Exact Match (0%),True
08YG0JV,50,Refinitiv,77,Open,OSL,2024-10-16,159.2036,159.2036,0.0,0.0,Exact Match (0%),True
08YG0JV,90,ICE_Data,401,Bid,SYD,2025-04-17,349.7,349.7,0.0,0.0,Exact Match (0%),True
08YG0JV,40,Reuters,51,Bid,TOR,2024-10-17,13.574200000000001,13.574200000000001,0.0,0.0,Exact Match (0%),True
08YG0JV,70,MSCI,201,Ask,LON,2025-10-18,422.37,422.37,0.0,0.0,Exact Match (0%),True
08YG0JV,40,Reuters,52,Ask,FRA,2025-02-23,97.5105,97.5105,0.0,0.0,Exact Match (0%),True
08YG0JV,70,MSCI,202,Ask,STO,2024-03-23,494.75800000000004,494.75800000000004,0.0,0.0,Exact Match (0%),True
08YG0JV,30,S&P,102,Close,ZUR,2024-12-24,185.234,185.234,0.0,0.0,Exact Match (0%),True
08YG0JV,60,FactSet,152,Ask,ZUR,2025-02-25,534.3296,534.3296,0.0,0.0,Exact Match (0%),True
08YG0JV,30,S&P,100,Ask,FRA,2024-07-25,156.2512,156.2512,0.0,0.0,Exact Match (0%),True
08YG0JV,50,Refinitiv,75,Ask,TOR,2024-05-29,28.875,28.875,0.0,0.0,Exact Match (0%),True
0AN0JBZU,50,Refinitiv,77,Bid,TOK,2024-01-05,62.84010000000001,62.84010000000001,0.0,0.0,Exact Match (0%),True
0AN0JBZU,70,MSCI,200,Bid,TOR,2025-01-05,219.45180000000002,214.7099,2.2085148379278343,2.2085148379278343,Low (less than 3%),False
0AN0JBZU,80,Morningstar,301,Bid,TOR,2025-01-05,209.96800000000002,214.7099,-2.208514837927821,2.208514837927821,Low (less than 3%),False
0AN0JBZU,100,NASDAQ,501,Ask,TOR,2023-12-10,301.97440000000006,301.97440000000006,0.0,0.0,Exact Match (0%),True
0AN0JBZU,20,Markit,26,Bid,OSL,2024-06-12,331.85167,331.85167,0.0,0.0,Exact Match (0%),True
0AN0JBZU,10,Bloomberg,22,Bid,AMS,2024-05-14,39.25,39.25,0.0,0.0,Exact Match (0%),True
0AN0JBZU,70,MSCI,202,Close,LON,2023-11-18,200.920873,200.920873,0.0,0.0,Exact Match (0%),True
0AN0JBZU,70,MSCI,200,Close,STO,2025-09-18,551.7710000000001,551.7710000000001,0.0,0.0,Exact Match (0%),True
0AN0JBZU,30,S&P,102,Ask,TOR,2025-07-22,404.36000000000007,404.36000000000007,0.0,0.0,Exact Match (0%),True
0AN0JBZU,80,Morningstar,300,Open,STO,2025-05-22,451.819,451.819,0.0,0.0,Exact Match (0%),True
0AN0JBZU,90,ICE_Data,400,Close,FRA,2024-04-24,234.025,234.025,0.0,0.0,Exact Match (0%),True
0AN0JBZU,90,ICE_Data,402,Close,TOR,2024-10-25,90.86,90.86,0.0,0.0,Exact Match (0%),True
0AN0JBZU,40,Reuters,52,Bid,TOK,2025-08-26,52.046400000000006,52.046400000000006,0.0,0.0,Exact Match (0%),True
0AN0JBZU,20,Markit,27,Ask,NYC,2025-02-26,166.76800000000003,166.76800000000003,0.0,0.0,Exact Match (0%),True
0AN0JBZU,20,Markit,25,Open,OSL,2025-06-26,410.68500000000006,410.68500000000006,0.0,0.0,Exact Match (0%),True
0AN0JBZU,20,Markit,25,Close,TOK,2024-01-27,112.41839999999999,112.41839999999999,0.0,0.0,Exact Match (0%),True
0CVS4F8,90,ICE_Data,402,Close,STO,2025-10-01,196.83796,196.83796,0.0,0.0,Exact Match (0%),True
0CVS4F8,90,ICE_Data,401,Bid,AMS,2025-08-02,33.06432,33.06432,0.0,0.0,Exact Match (0%),True
0CVS4F8,80,Morningstar,301,Close,OSL,2024-12-03,302.4313,302.4313,0.0,0.0,Exact Match (0%),True
0CVS4F8,80,Morningstar,302,Open,FRA,2025-07-03,485.58720000000005,485.58720000000005,0.0,0.0,Exact Match (0%),True
0CVS4F8,80,Morningstar,300,Ask,AMS,2024-06-04,81.089,81.089,0.0,0.0,Exact Match (0%),True
0CVS4F8,10,Bloomberg,21,Bid,ZUR,2025-10-04,400.33600000000007,400.33600000000007,0.0,0.0,Exact Match (0%),True
0CVS4F8,100,NASDAQ,502,Close,SYD,2024-04-05,163.39290000000003,163.39290000000003,0.0,0.0,Exact Match (0%),True
0CVS4F8,30,S&P,100,Close,FRA,2024-05-05,47.1744,47.1744,0.0,0.0,Exact Match (0%),True
0CVS4F8,90,ICE_Data,401,Open,FRA,2024-06-06,119.662,119.662,0.0,0.0,Exact Match (0%),True
0CVS4F8,70,MSCI,200,Open,STO,2025-05-06,87.99939,87.99939,0.0,0.0,Exact Match (0%),True
0CVS4F8,20,Markit,25,Close,TOR,2024-04-07,102.9195,102.9195,0.0,0.0,Exact Match (0%),True
0CVS4F8,80,Morningstar,301,Open,SYD,2024-02-11,376.79400000000004,376.79400000000004,0.0,0.0,Exact Match (0%),True
0CVS4F8,60,FactSet,152,Bid,TOR,2024-06-11,349.3614,349.3614,0.0,0.0,Exact Match (0%),True
0CVS4F8,20,Markit,26,Open,LON,2024-04-12,596.312,596.312,0.0,0.0,Exact Match (0%),True
0CVS4F8,40,Reuters,52,Ask,LON,2025-02-12,253.930201,253.930201,0.0,0.0,Exact Match (0%),True
0CVS4F8,100,NASDAQ,500,Open,TOR,2023-12-13,130.94212,130.94212,0.0,0.0,Exact Match (0%),True
0CVS4F8,90,ICE_Data,401,Ask,TOR,2024-12-13,54.28320000000001,54.28320000000001,0.0,0.0,Exact Match (0%),True
0CVS4F8,20,Markit,26,Close,OSL,2024-05-13,25.6336,25.6336,0.0,0.0,Exact Match (0%),True
0CVS4F8,100,NASDAQ,501,Open,TOK,2024-01-14,215.4732,215.4732,0.0,0.0,Exact Match (0%),True
0CVS4F8,30,S&P,101,Bid,OSL,2025-02-15,330.79240000000004,330.79240000000004,0.0,0.0,Exact Match (0%),True
0CVS4F8,100,NASDAQ,502,Close,OSL,2024-01-15,166.09799999999998,166.09799999999998,0.0,0.0,Exact Match (0%),True
0CVS4F8,20,Markit,26,Open,OSL,2023-12-17,36.482,36.482,0.0,0.0,Exact Match (0%),True
0CVS4F8,40,Reuters,52,Close,TOK,2025-03-18,151.74026,151.74026,0.0,0.0,Exact Match (0%),True
0CVS4F8,80,Morningstar,300,Ask,FRA,2025-09-18,27.710279999999997,27.710279999999997,0.0,0.0,Exact Match (0%),True
0CVS4F8,100,NASDAQ,501,Open,LON,2024-03-19,484.82500000000005,484.82500000000005,0.0,0.0,Exact Match (0%),True
0CVS4F8,60,FactSet,152,Ask,FRA,2023-12-21,440.6600000000001,440.6600000000001,0.0,0.0,Exact Match (0%),True
0CVS4F8,70,MSCI,200,Ask,AMS,2025-07-21,111.70500000000001,111.70500000000001,0.0,0.0,Exact Match (0%),True
0CVS4F8,40,Reuters,51,Open,AMS,2025-06-23,254.3306,254.3306,0.0,0.0,Exact Match (0%),True
0CVS4F8,90,ICE_Data,401,Close,TOK,2025-01-25,331.918,331.918,0.0,0.0,Exact Match (0%),True
0CVS4F8,10,Bloomberg,22,Close,NYC,2025-02-26,95.60493,95.60493,0.0,0.0,Exact Match (0%),True
0CVS4F8,80,Morningstar,302,Bid,TOK,2025-02-27,545.6416,545.6416,0.0,0.0,Exact Match (0%),True
0CVS4F8,90,ICE_Data,402,Close,TOR,2025-07-31,162.512,162.512,0.0,0.0,Exact Match (0%),True
0DJI9KQ,10,Bloomberg,22,Open,OSL,2024-02-01,106.98,106.98,0.0,0.0,Exact Match (0%),True
0DJI9KQ,20,Markit,25,Bid,STO,2024-12-04,62.742351000000006,62.742351000000006,0.0,0.0,Exact Match (0%),True
0DJI9KQ,70,MSCI,201,Ask,AMS,2025-09-05,255.67,255.67,0.0,0.0,Exact Match (0%),True
0DJI9KQ,40,Reuters,51,Open,FRA,2024-07-06,183.09024000000002,183.09024000000002,0.0,0.0,Exact Match (0%),True
0DJI9KQ,40,Reuters,51,Close,NYC,2025-08-07,254.782,254.782,0.0,0.0,Exact Match (0%),True
0DJI9KQ,80,Morningstar,301,Bid,SYD,2024-09-07,194.678,194.678,0.0,0.0,Exact Match (0%),True
0DJI9KQ,10,Bloomberg,22,Open,ZUR,2024-04-09,76.035,76.035,0.0,0.0,Exact Match (0%),True
0DJI9KQ,20,Markit,25,Bid,SYD,2025-04-11,260.48,260.48,0.0,0.0,Exact Match (0%),True
0DJI9KQ,10,Bloomberg,20,Open,SYD,2025-07-11,18.704,18.704,0.0,0.0,Exact Match (0%),True
0DJI9KQ,70,MSCI,200,Close,NYC,2024-08-12,213.864,213.864,0.0,0.0,Exact Match (0%),True
0DJI9KQ,90,ICE_Data,400,Open,TOR,2024-07-13,356.791,356.791,0.0,0.0,Exact Match (0%),True
0DJI9KQ,30,S&P,101,Open,FRA,2024-07-14,142.39700000000002,142.39700000000002,0.0,0.0,Exact Match (0%),True
0DJI9KQ,10,Bloomberg,22,Close,ZUR,2023-11-15,171.08999999999997,171.08999999999997,0.0,0.0,Exact Match (0%),True
0DJI9KQ,10,Bloomberg,21,Ask,FRA,2024-12-16,82.54499999999999,82.54499999999999,0.0,0.0,Exact Match (0%),True
0DJI9KQ,60,FactSet,152,Ask,AMS,2025-10-16,329.072,329.072,0.0,0.0,Exact Match (0%),True
0DJI9KQ,100,NASDAQ,501,Close,ZUR,2024-11-18,343.43,343.43,0.0,0.0,Exact Match (0%),True
0DJI9KQ,10,Bloomberg,21,Bid,SYD,2024-02-19,163.31712000000002,163.31712000000002,0.0,0.0,Exact Match (0%),True
0DJI9KQ,90,ICE_Data,401,Open,LON,2024-03-20,125.498,125.498,0.0,0.0,Exact Match (0%),True
0DJI9KQ,60,FactSet,151,Close,SYD,2024-08-21,165.96036,165.96036,0.0,0.0,Exact Match (0%),True
0DJI9KQ,30,S&P,102,Open,LON,2025-04-24,216.73696,216.73696,0.0,0.0,Exact Match (0%),True
0DJI9KQ,50,Refinitiv,76,Ask,STO,2024-12-24,242.325,242.325,0.0,0.0,Exact Match (0%),True
0DJI9KQ,30,S&P,102,Bid,LON,2025-04-26,24.88032,24.88032,0.0,0.0,Exact Match (0%),True
0DJI9KQ,100,NASDAQ,501,Bid,SYD,2024-10-27,346.024,346.024,0.0,0.0,Exact Match (0%),True
0DJI9KQ,30,S&P,100,Close,TOK,2025-08-31,122.52800000000002,122.52800000000002,0.0,0.0,Exact Match (0%),True
0DJI9KQ,20,Markit,26,Ask,OSL,2024-03-31,128.0525,128.0525,0.0,0.0,Exact Match (0%),True
0HT1TW9,100,NASDAQ,500,Close,ZUR,2025-07-03,215.70985000000002,215.70985000000002,0.0,0.0,Exact Match (0%),True
0HT1TW9,10,Bloomberg,21,Open,LON,2024-11-04,316.04302,316.04302,0.0,0.0,Exact Match (0%),True
0HT1TW9,80,Morningstar,302,Open,SYD,2025-09-05,72.50280000000001,72.50280000000001,0.0,0.0,Exact Match (0%),True
0HT1TW9,20,Markit,27,Bid,FRA,2025-07-08,286.71,286.71,0.0,0.0,Exact Match (0%),True
0HT1TW9,10,Bloomberg,20,Ask,ZUR,2024-05-10,274.499,274.499,0.0,0.0,Exact Match (0%),True
0HT1TW9,40,Reuters,50,Ask,LON,2024-05-10,322.899,322.899,0.0,0.0,Exact Match (0%),True
0HT1TW9,40,Reuters,51,Bid,STO,2024-05-13,152.961,152.961,0.0,0.0,Exact Match (0%),True
0HT1TW9,90,ICE_Data,402,Ask,ZUR,2024-05-13,69.9145,69.9145,0.0,0.0,Exact Match (0%),True
0HT1TW9,90,ICE_Data,402,Open,OSL,2025-06-14,61.22426500000001,61.22426500000001,0.0,0.0,Exact Match (0%),True
0HT1TW9,30,S&P,100,Close,OSL,2024-09-15,24.364800000000002,24.364800000000002,0.0,0.0,Exact Match (0%),True
0HT1TW9,40,Reuters,50,Ask,AMS,2025-09-15,73.85856,73.85856,0.0,0.0,Exact Match (0%),True
0HT1TW9,100,NASDAQ,501,Bid,OSL,2024-10-17,490.38000000000005,490.38000000000005,0.0,0.0,Exact Match (0%),True
0HT1TW9,60,FactSet,151,Close,OSL,2024-08-19,186.12,186.12,0.0,0.0,Exact Match (0%),True
0HT1TW9,40,Reuters,50,Close,STO,2024-06-20,9.66,9.66,0.0,0.0,Exact Match (0%),True
0HT1TW9,10,Bloomberg,20,Open,OSL,2025-07-21,293.085,293.085,0.0,0.0,Exact Match (0%),True
0HT1TW9,90,ICE_Data,400,Close,NYC,2024-08-23,157.08,157.08,0.0,0.0,Exact Match (0%),True
0HT1TW9,40,Reuters,52,Open,LON,2025-08-23,42.65445,42.65445,0.0,0.0,Exact Match (0%),True
0HT1TW9,20,Markit,25,Open,FRA,2024-12-27,129.722,129.722,0.0,0.0,Exact Match (0%),True
0HT1TW9,100,NASDAQ,501,Open,NYC,2025-01-28,143.88123,143.88123,0.0,0.0,Exact Match (0%),True
0HT1TW9,20,Markit,26,Ask,LON,2025-01-29,133.0436,133.0436,0.0,0.0,Exact Match (0%),True
