Vendor_Code,Price_Date,Exchange_Code,Price_Type,Security_Id,Price_Variation_Pct,Abs_Price_Variation_Pct,Outlier_Category
Bloomberg,2023-11-09,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-09,LON,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-09,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-09,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-10,LON,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-10,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-10,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-11,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-11,FRA,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2023-11-11,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-11,OSL,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2023-11-11,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-12,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-12,NYC,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2023-11-12,SYD,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-12,TOK,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-13,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-13,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-14,LON,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-14,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-15,ZUR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-16,STO,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-17,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-18,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-18,STO,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-18,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-18,TOR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-19,FRA,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-19,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-19,TOR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-20,AMS,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-20,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-20,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-20,SYD,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-21,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-21,TOR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-22,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-23,STO,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-23,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-24,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-25,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-27,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-27,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-28,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-29,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-29,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-29,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-29,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-29,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-29,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-30,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-11-30,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-01,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-01,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-01,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-01,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-02,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-03,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-03,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-04,AMS,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2023-12-04,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-04,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-04,ZUR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-05,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-06,AMS,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-06,AMS,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-06,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-06,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-07,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-07,LON,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-07,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-07,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-08,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-08,LON,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-08,NYC,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-09,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-09,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-09,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-10,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-10,LON,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-10,TOR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-11,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-11,TOR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-12,TOK,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-13,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-13,SYD,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-14,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-14,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-14,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-14,TOR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-15,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-15,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-16,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-17,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-18,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-18,LON,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-18,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-18,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-18,TOR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-19,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-20,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-20,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-20,ZUR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-21,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-21,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-22,AMS,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-22,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-22,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-22,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-22,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-22,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-23,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-24,NYC,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-24,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-25,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-25,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-25,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-25,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-26,LON,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-26,TOK,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-26,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-26,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-27,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-27,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-28,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-28,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-29,FRA,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-29,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-29,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-29,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-30,AMS,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-30,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-30,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-30,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2023-12-31,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-01,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-02,NYC,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-02,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-02,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-02,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-04,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-04,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-05,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-06,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-06,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-07,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-08,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-08,TOR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-09,NYC,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-10,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-10,LON,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-11,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-11,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-12,TOR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-13,LON,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-13,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-13,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-13,STO,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-13,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-14,LON,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-14,LON,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-15,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-15,SYD,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-16,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-16,LON,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2024-01-16,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-16,ZUR,Ask,2,0.0,0.0,[2 0 0 0]
Bloomberg,2024-01-18,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-18,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-18,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-18,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-18,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-19,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-19,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-19,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-19,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-19,STO,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-19,ZUR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-20,SYD,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-21,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-21,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-22,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-22,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-22,TOR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-22,TOR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-23,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-23,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-23,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-23,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-24,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-24,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-24,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-25,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-25,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-25,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,LON,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,TOR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-26,ZUR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-27,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-27,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-28,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-28,TOR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-29,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-29,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-29,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-30,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-30,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-30,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-30,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-01-31,ZUR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-01,NYC,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2024-02-01,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-01,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-02,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-02,STO,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-02,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-02,TOR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-03,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-03,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-04,AMS,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-04,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-04,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-05,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-05,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-05,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-05,SYD,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-06,AMS,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-06,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-06,SYD,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-06,TOK,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-06,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-07,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-07,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-07,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-08,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-08,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-08,SYD,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-08,TOK,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-09,FRA,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-09,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-09,NYC,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-09,TOK,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-09,TOR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-09,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-10,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-10,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-10,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,NYC,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,OSL,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-11,ZUR,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-12,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-12,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-12,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-13,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-13,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-13,STO,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-13,TOR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-14,NYC,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-14,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-14,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-14,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-15,OSL,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-15,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-16,AMS,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-16,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-17,FRA,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-17,LON,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-17,ZUR,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-18,NYC,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-18,STO,Close,2,0.0,0.0,[2 0 0 0]
Bloomberg,2024-02-19,FRA,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-19,FRA,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-19,LON,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-19,SYD,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-20,AMS,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-20,LON,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-20,STO,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-20,ZUR,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-20,ZUR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-21,NYC,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-21,STO,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-22,AMS,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-22,FRA,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-22,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-22,TOK,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-22,TOK,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-23,FRA,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-23,LON,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-23,NYC,Open,2,0.0,0.0,[2 0 0 0]
Bloomberg,2024-02-23,OSL,Ask,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-24,AMS,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-24,OSL,Bid,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-24,ZUR,Open,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-26,LON,Close,1,0.0,0.0,[1 0 0 0]
Bloomberg,2024-02-26,OSL,Open,1,0.0,0.0,[1 0 0 0]
